mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.03381188710530599,0.003617831481369092,0.0030001004536946616,0.004242782750096666,8,{'n_estimators': 8},0.8833337445135682,0.7155528457179128,0.8926068742243054,0.830497821485262,0.08136648910649247,6
0.05208452542622884,0.007363841361930947,0.0056324005126953125,0.007965417193770885,16,{'n_estimators': 16},0.8829401538747155,0.7753604844117176,0.9249708478592001,0.8610904953818778,0.06300196237637991,1
0.08880066871643066,0.011480980291726863,0.01562650998433431,8.125686984775071e-06,32,{'n_estimators': 32},0.8983999807196269,0.7294528260406168,0.9134932453532103,0.8471153507044846,0.08342782885836648,5
0.17196337381998697,0.01139650033791982,0.03196310997009277,0.011944024622015183,64,{'n_estimators': 64},0.9242896413424424,0.7367696729223536,0.9172323427475922,0.8594305523374627,0.08678217893104619,3
0.37779633204142254,0.00969055851256628,0.044083197911580406,0.011504621834723104,128,{'n_estimators': 128},0.9173290607952185,0.7443041159090023,0.9068887271949996,0.8561739679664068,0.07921867621098005,4
0.8694685300191244,0.32201652820153476,0.08931231498718262,0.03559422184736355,256,{'n_estimators': 256},0.9236990271172599,0.7399285517592618,0.9178004044190855,0.8604759944318691,0.08527392289405952,2
