mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.009940306345621744,0.008447300805442598,0.005694866180419922,0.0008022386159321485,{},0.7938640743336017,0.5452706829856433,0.7473652525487711,0.6955000032893387,0.10791098682410144,1
