mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.007895469665527344,0.00022007287610766304,0.0036695003509521484,0.002356852926410586,squared_error,{'criterion': 'squared_error'},0.9445782710022431,0.6101705158106936,0.9212989916530243,0.8253492594886537,0.15245086642341238,3
0.004665772120157878,0.0012477475820103585,0.004336833953857422,0.001245474376996774,friedman_mse,{'criterion': 'friedman_mse'},0.9376533960461324,0.594137502637069,0.9139657862163677,0.8152522282998564,0.15665049663408684,4
0.011666138966878256,0.0016999885290796357,0.004329999287923177,0.0032965030882513985,absolute_error,{'criterion': 'absolute_error'},0.9456541268488161,0.7521389559550878,0.8850895202136256,0.8609608676725099,0.080823570186733,2
0.0033295154571533203,0.00047409077338321097,0.0026702880859375,0.001705021537533626,poisson,{'criterion': 'poisson'},0.9517304394470664,0.7906866781134995,0.9212600605430806,0.8878923927012154,0.06985138609466765,1
