mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.041616360346476235,0.011554881150825676,0.004114309946695964,0.005818512926423957,0.1,8,0.6,"{'learning_rate': 0.1, 'n_estimators': 8, 'subsample': 0.6}",0.5615339085817985,0.5568493096548726,0.6821790615051809,0.6001874265806174,0.058008375918073105,74
0.021835168202718098,0.006200186425312113,0.004296541213989258,0.0055139461464416605,0.1,8,0.7,"{'learning_rate': 0.1, 'n_estimators': 8, 'subsample': 0.7}",0.6325478490672946,0.5234301142734283,0.623111267926271,0.5930297437556646,0.04936492401126001,77
0.022199471791585285,0.0029954305960531846,0.0,0.0,0.1,8,0.75,"{'learning_rate': 0.1, 'n_estimators': 8, 'subsample': 0.75}",0.6374993892225433,0.5900343671061878,0.6662656059406833,0.6312664540898049,0.0314318050583287,70
0.01333149274190267,0.0009401993128163845,0.00039116541544596356,0.0005531914356549877,0.1,8,0.8,"{'learning_rate': 0.1, 'n_estimators': 8, 'subsample': 0.8}",0.604251235341537,0.5631180506208264,0.6697413210722571,0.6123702023448735,0.04390572224923676,72
0.01821311314900716,0.0047175711172370155,0.003904581069946289,0.0055219115045032924,0.1,8,0.85,"{'learning_rate': 0.1, 'n_estimators': 8, 'subsample': 0.85}",0.6395329176183151,0.5797375020599135,0.6853048521578424,0.634858423945357,0.043224256461687253,68
0.01798224449157715,0.005439793024764845,0.00037352244059244793,0.0005282405013365385,0.1,8,0.9,"{'learning_rate': 0.1, 'n_estimators': 8, 'subsample': 0.9}",0.6612214779904236,0.5922456710724238,0.6859516224779201,0.6464729238469226,0.0396513238046781,67
0.031112114588419598,0.0063500776517215005,0.004008849461873372,0.005669369278493408,0.1,16,0.6,"{'learning_rate': 0.1, 'n_estimators': 16, 'subsample': 0.6}",0.8231331401684928,0.7234774686424064,0.8023663433395116,0.7829923173834703,0.04292883939837983,58
0.026589314142862957,0.00013244423294571153,0.0,0.0,0.1,16,0.7,"{'learning_rate': 0.1, 'n_estimators': 16, 'subsample': 0.7}",0.8113529944750859,0.7109838964862694,0.8377142585086648,0.7866837164900066,0.05459899951348734,56
0.03097995122273763,0.005664594108278328,0.0002422332763671875,0.0003425695846965467,0.1,16,0.75,"{'learning_rate': 0.1, 'n_estimators': 16, 'subsample': 0.75}",0.8542169955523269,0.7259887911626624,0.845783519316828,0.8086631020106058,0.05856086370031588,49
0.026688655217488606,0.0010223277715694513,0.004477341969807942,0.006331917737084662,0.1,16,0.8,"{'learning_rate': 0.1, 'n_estimators': 16, 'subsample': 0.8}",0.8284957480275229,0.7361906548481869,0.8354963003146261,0.8000609010634453,0.04525342120974143,53
0.02708594004313151,0.003220426577830342,0.0033349196116129556,0.004716288544167057,0.1,16,0.85,"{'learning_rate': 0.1, 'n_estimators': 16, 'subsample': 0.85}",0.8307483393929659,0.7185100421717053,0.8607524477098671,0.8033369430915128,0.06121962631224951,52
0.02083444595336914,0.00736558324833632,0.0,0.0,0.1,16,0.9,"{'learning_rate': 0.1, 'n_estimators': 16, 'subsample': 0.9}",0.8532329242298258,0.6803340424414135,0.853564971442519,0.7957106460379194,0.08158369141332439,55
0.04691084225972494,3.0235846103639077e-05,0.0,0.0,0.1,32,0.6,"{'learning_rate': 0.1, 'n_estimators': 32, 'subsample': 0.6}",0.8875653471997329,0.7890908417469847,0.9058749752996074,0.8608437214154417,0.05128461384486886,36
0.03125270207722982,3.8262695049319976e-06,0.005207141240437825,0.007364009763419435,0.1,32,0.7,"{'learning_rate': 0.1, 'n_estimators': 32, 'subsample': 0.7}",0.9239323264596023,0.7589298324378349,0.863863848163314,0.8489086690202504,0.06818699189606815,46
0.050748189290364586,0.007102592164709662,0.0017997423807779949,0.0012960321728670557,0.1,32,0.75,"{'learning_rate': 0.1, 'n_estimators': 32, 'subsample': 0.75}",0.9001219295474032,0.7798054267493116,0.9332122878491294,0.8710465480486148,0.06591635919911314,25
0.0559235413869222,0.000607920854737442,0.003337383270263672,0.0002690319585047301,0.1,32,0.8,"{'learning_rate': 0.1, 'n_estimators': 32, 'subsample': 0.8}",0.9236468607455636,0.7427970325049585,0.9385130196802983,0.8683189709769401,0.08896466882491855,30
0.04485464096069336,0.006144001073276202,0.0008576711018880209,0.0012129301043455156,0.1,32,0.85,"{'learning_rate': 0.1, 'n_estimators': 32, 'subsample': 0.85}",0.9271840240456786,0.7718024478204093,0.9322777614851324,0.8770880777837401,0.07447721999760323,11
0.05831774075826009,0.006908920155640414,0.00244752566019694,0.0004272893906644264,0.1,32,0.9,"{'learning_rate': 0.1, 'n_estimators': 32, 'subsample': 0.9}",0.9362925187681617,0.7514287653649234,0.9191490331528016,0.8689567724286289,0.08339903719682387,29
0.09177533785502116,0.004852485514500781,0.0013997554779052734,0.0019795531808596708,0.1,64,0.6,"{'learning_rate': 0.1, 'n_estimators': 64, 'subsample': 0.6}",0.9327936057254829,0.7500757627590795,0.9292777908105629,0.8707157197650418,0.08531740603350649,27
0.0814661979675293,0.003700642267606321,0.0009984175364176433,0.0014119756209129643,0.1,64,0.7,"{'learning_rate': 0.1, 'n_estimators': 64, 'subsample': 0.7}",0.9343316410974449,0.7618635493312447,0.8850776895790526,0.8604242933359142,0.07253575269759283,37
0.08854246139526367,0.007361705844445311,0.0,0.0,0.1,64,0.75,"{'learning_rate': 0.1, 'n_estimators': 64, 'subsample': 0.75}",0.9456384135827567,0.7285674124232985,0.9063871747893552,0.8601976669318034,0.09444595584489753,38
