mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.005203723907470703,0.007359176924790185,0.010416030883789062,0.007365247205490724,{},0.7938640743336017,0.5452706829856433,0.7473652525487711,0.6955000032893387,0.10791098682410144,1
