mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.05337675412495931,0.012366107755192495,0.00836634635925293,0.007530028259282156,0.1,8,"{'learning_rate': 0.1, 'n_estimators': 8}",0.8521540488218642,0.5969422566743559,0.8485304767752202,0.7658755940904801,0.11946306803501201,15
0.06471467018127441,0.004237326959248208,0.013617753982543945,0.0024176143403445613,0.1,16,"{'learning_rate': 0.1, 'n_estimators': 16}",0.8517197886085688,0.5892595447765676,0.6920894666233256,0.711022933336154,0.10798210351539034,22
0.1370267073313395,0.01207433189261575,0.015743176142374676,0.0020926369548748443,0.1,32,"{'learning_rate': 0.1, 'n_estimators': 32}",0.8346449611652269,0.6030923380014571,0.8877006910672418,0.775145996744642,0.12357338908261793,11
0.1867338021596273,0.011007990672928495,0.031311750411987305,8.901499550242108e-05,0.1,64,"{'learning_rate': 0.1, 'n_estimators': 64}",0.8632130157299054,0.6519001167717896,0.8378593288859787,0.7843241537958913,0.09420826766784839,8
0.32613619168599445,0.03423574182064557,0.06755510965983073,0.01589153280170953,0.1,128,"{'learning_rate': 0.1, 'n_estimators': 128}",0.861537439748598,0.6946867399275937,0.9121366206664745,0.8227869334475554,0.09290609582540402,5
0.4130644003550212,0.33544060186540947,0.09462896982828777,0.08293958124238564,0.1,256,"{'learning_rate': 0.1, 'n_estimators': 256}",0.860563712332384,0.7301802297651712,0.9020889378107397,0.830944293302765,0.07323994112146393,3
0.03126025199890137,8.028725738755577e-06,0.005206505457560222,0.007363110630651201,0.01,8,"{'learning_rate': 0.01, 'n_estimators': 8}",0.7817360552564823,0.5746768154699929,0.8305380091167731,0.7289836266144162,0.11091543820802104,21
0.07869545618693034,0.004348126746242208,0.013253053029378256,0.0017238403497586644,0.01,16,"{'learning_rate': 0.01, 'n_estimators': 16}",0.8037671766021461,0.6169222008195576,0.7912420989438322,0.7373104921218454,0.0852808102861758,20
0.12173064549763997,0.022874934908797877,0.014925161997477213,0.012463310742514704,0.01,32,"{'learning_rate': 0.01, 'n_estimators': 32}",0.8609114819275551,0.589575710195626,0.8658591279718817,0.7721154400316875,0.1290908840747782,12
0.18585308392842612,0.010432750885768985,0.035092433293660484,0.012025322066834921,0.01,64,"{'learning_rate': 0.01, 'n_estimators': 64}",0.8719772596413649,0.6111704268451024,0.8053075563610593,0.7628184142825088,0.11063166033956356,17
0.3522164026896159,0.0066417511330822705,0.06616926193237305,0.0051623539111981375,0.01,128,"{'learning_rate': 0.01, 'n_estimators': 128}",0.8709711530357853,0.6398291347872427,0.8207917440913702,0.7771973439714661,0.099270713846408,10
0.7325688997904459,0.013855486864208238,0.11367654800415039,0.005879690850160539,0.01,256,"{'learning_rate': 0.01, 'n_estimators': 256}",0.8579363743378241,0.6179702367346291,0.8753114051337421,0.7837393387353985,0.11743088550972118,9
0.020839452743530273,0.00737350688476289,0.005208571751912435,0.007366032812147957,0.5,8,"{'learning_rate': 0.5, 'n_estimators': 8}",0.8289659148456563,0.6284858377346051,0.8558913848293626,0.7711143791365412,0.10145087760518633,13
0.05814901987711588,0.003101658604839764,0.005206743876139323,0.007363447805439289,0.5,16,"{'learning_rate': 0.5, 'n_estimators': 16}",0.8754934405044644,0.6850029141831984,0.8878174558682285,0.8161046035186305,0.09283932373954719,6
0.09378806749979655,0.012715251211289996,0.020839452743530273,0.007359686909862305,0.5,32,"{'learning_rate': 0.5, 'n_estimators': 32}",0.8495580548641233,0.6761484417070298,0.9136272103954632,0.8131112356555388,0.10031722805600592,7
0.19820284843444824,0.02437578194432502,0.02873365084330241,0.0035574750585554197,0.5,64,"{'learning_rate': 0.5, 'n_estimators': 64}",0.9002957396307802,0.6673540347077349,0.9025973170547793,0.8234156971310981,0.11035625997473669,4
0.3505425453186035,0.22505451044379693,0.062488396962483726,0.03826364134157965,0.5,128,"{'learning_rate': 0.5, 'n_estimators': 128}",0.856631192524407,0.7683586048594153,0.9242033982132236,0.8497310651990153,0.06381018059684399,2
0.47219371795654297,0.39661916165838573,0.08607848485310872,0.07153242372834155,0.5,256,"{'learning_rate': 0.5, 'n_estimators': 256}",0.8450747774312528,0.7892030292640794,0.9185527927554888,0.8509435331502737,0.05296962682574513,1
0.022617896397908527,0.006503774052937531,0.0052073001861572266,0.007364234546611492,0.001,8,"{'learning_rate': 0.001, 'n_estimators': 8}",0.8323881564088219,0.5535919168010319,0.6542576523683663,0.6800792418594067,0.11527330326299587,24
0.04834723472595215,0.01292318996539093,0.010417858759562174,0.007366538580117415,0.001,16,"{'learning_rate': 0.001, 'n_estimators': 16}",0.8329484932859477,0.5777849433387399,0.7154385669403556,0.7087240011883477,0.10427822831362844,23
0.09214560190836589,0.0024062294614386414,0.017917553583780926,0.00325953101227297,0.001,32,"{'learning_rate': 0.001, 'n_estimators': 32}",0.838320830728274,0.6288057522825556,0.8317896370292357,0.7663054066800218,0.09726349209698558,14
0.1925936539967855,0.003994464078938057,0.023662646611531574,0.0055698760490771205,0.001,64,"{'learning_rate': 0.001, 'n_estimators': 64}",0.8283338072669069,0.6432758367962212,0.802332759983304,0.7579808013488107,0.08180030678312131,19
0.35946933428446454,0.007564069574854164,0.06055633227030436,0.010469201580301214,0.001,128,"{'learning_rate': 0.001, 'n_estimators': 128}",0.8354319838428785,0.6193657812582609,0.8273847565794143,0.7607275072268512,0.10001180811374753,18
